"","pos","last.week","peak","weeks.on.chart","title","artist","chart.entry.date","entry.position","overall.peak","overall.weeks.on.chart","chart.date","concurrent.count","artist.relevancy"
"25059",59,"58",54,7,"Rain Is A Good Thing","LUKE BRYAN",40278,91,37,20,20100522,0,16
"25060",60,"42",23,18,"Say Something","TIMBALAND featuring DRAKE",40201,94,23,20,20100522,0,1
"25061",61,"101",61,1,"Run Joey Run","GLEE CAST featuring JONATHAN GROFF",40320,61,61,1,20100522,0,5
"25062",62,"59",44,8,"I'm Back","T.I.",40271,44,44,15,20100522,0,51
"25063",63,"56",56,7,"Roger That","YOUNG MONEY",40278,86,56,11,20100522,0,4
"25064",64,"85",64,2,"Cooler Than Me","MIKE POSNER featuring BIG SEAN",40313,85,6,29,20100522,0,1
"25065",65,"68",65,7,"I Never Told You","COLBIE CAILLAT",40278,99,48,20,20100522,0,6
"25066",66,"60",52,13,"Unstoppable","RASCAL FLATTS",40236,92,52,17,20100522,0,8
"25067",67,"66",66,7,"There Goes My Baby","USHER",40278,100,25,24,20100522,0,25
"25068",68,"57",40,17,"Highway 20 Ride","ZAC BROWN BAND",40208,98,40,20,20100522,0,12
"25069",69,"75",69,6,"She Won't Be Lonely Long","CLAY WALKER",40285,99,53,18,20100522,0,1
"25070",70,"67",67,10,"Hell On The Heart","ERIC CHURCH",40257,100,67,12,20100522,0,13
"25071",71,"72",71,10,"Keep On Lovin' You","STEEL MAGNOLIA",40257,99,68,15,20100522,0,1
"25072",72,"69",69,11,"Backwoods","JUSTIN MOORE",40250,100,69,13,20100522,0,7
"25073",73,"78",73,4,"Water","BRAD PAISLEY",40299,100,42,19,20100522,0,12
"25074",74,"101",74,1,"Ice Ice Baby","GLEE CAST",40320,74,74,1,20100522,0,183
"25075",75,"89",75,2,"Lover, Lover","JERROD NIEMANN",40313,89,29,20,20100522,0,5
"25076",76,"76",76,4,"Crazy Town","JASON ALDEAN",40299,92,51,17,20100522,0,18
"25077",77,"77",77,8,"I Gotta Get To You","GEORGE STRAIT",40271,100,70,13,20100522,0,6
"25078",78,"74",18,19,"Drop The World","LIL WAYNE featuring EMINEM",40194,18,18,20,20100522,0,1
"25079",79,"63",37,8,"I'm Awesome","SPOSE",40271,54,37,9,20100522,0,1
"25080",80,"73",7,18,"Blah Blah Blah","KE$HA featuring 3OH!3",40201,7,7,20,20100522,0,0
"25081",81,"80",54,15,"Steady Mobbin'","YOUNG MONEY featuring GUCCI MANE",40222,95,54,17,20100522,0,1
"25082",82,"88",82,7,"Wrong Baby Wrong","MARTINA McBRIDE",40278,95,74,15,20100522,0,3
"25083",83,"86",42,18,"A Little More Country Than That","EASTON CORBIN",40201,100,42,20,20100522,0,5
"25084",84,"65",65,2,"Gypsy","SHAKIRA",40313,65,65,3,20100522,0,8
"25085",85,"81",2,16,"Today Was A Fairytale","TAYLOR SWIFT",40215,2,2,18,20100522,0,49
"25086",86,"87",40,20,"Hillbilly Bone","BLAKE SHELTON featuring TRACE ADKINS",40187,65,40,20,20100522,0,1
"25087",87,"82",34,6,"Hello Good Morning","DIDDY - DIRTY MONEY featuring T.I.",40285,34,27,20,20100522,0,1
"25088",88,"95",88,2,"Gettin' Over You","DAVID GUETTA & CHRIS WILLIS featuring FERGIE & LMFAO",40313,95,31,20,20100522,0,1
"25089",89,"101",89,1,"Physical","GLEE CAST featuring OLIVIA NEWTON-JOHN",40320,89,89,1,20100522,0,1
"25090",90,"92",90,3,"I Keep On Loving You","REBA",40306,90,78,10,20100522,0,3
"25091",91,"54",54,3,"Kissin' U","MIRANDA COSGROVE",40306,95,54,3,20100522,0,3
"25092",92,"101",92,1,"U Can't Touch This","GLEE CAST",40320,92,92,1,20100522,0,183
"25093",93,"84",41,19,"Temporary Home","CARRIE UNDERWOOD",40194,97,41,19,20100522,0,11
"25094",94,"91",16,12,"When I Look At You","MILEY CYRUS",40243,96,16,12,20100522,0,12
"25095",95,"101",95,1,"Undo It","CARRIE UNDERWOOD",40320,95,23,19,20100522,0,11
"25096",96,"79",79,3,"Ride","CIARA featuring LUDACRIS",40306,93,42,20,20100522,0,1
"25097",97,"101",97,1,"Love Like Crazy","LEE BRICE",40320,97,45,20,20100522,0,7
"25098",98,"97",96,5,"All I Ever Wanted","KELLY CLARKSON",40292,99,96,6,20100522,0,13
"25099",99,"101",99,1,"All Or Nothing","THEORY OF A DEADMAN",40320,99,99,1,20100522,0,1
"25100",100,"99",97,5,"Give Me A Sign (Forever And Ever)","BREAKING BENJAMIN",40292,97,97,5,20100522,0,2
"25101",1,"6",1,5,"OMG","USHER featuring WILL.I.AM",40285,14,1,30,20100515,0,1
"25102",2,"1",1,14,"Nothin' On You","B.O.B featuring BRUNO MARS",40222,89,1,28,20100515,0,1
"25103",3,"2",1,12,"Rude Boy","RIHANNA",40236,64,1,22,20100515,0,32
"25104",4,"3",1,10,"Break Your Heart","TAIO CRUZ featuring LUDACRIS",40250,53,1,29,20100515,0,1
"25105",5,"4",2,38,"Need You Now","LADY ANTEBELLUM",40054,85,2,60,20100515,0,14
"25106",6,"5",3,31,"Hey, Soul Sister","TRAIN",40103,98,3,54,20100515,0,13
"25107",7,"9",7,3,"Airplanes","B.O.B featuring HAYLEY WILLIAMS of PARAMORE",40299,12,2,30,20100515,0,1
"25108",8,"8",8,7,"Your Love Is My Drug","KE$HA",40271,91,4,23,20100515,0,0
"25109",9,"7",5,21,"In My Head","JASON DERULO",40173,63,5,34,20100515,0,12
"25110",10,"12",10,11,"Young Forever","JAY-Z & MR. HUDSON",40243,97,10,20,20100515,0,1
"25111",11,"11",11,10,"My Chick Bad","LUDACRIS featuring NICKI MINAJ",40250,46,11,20,20100515,0,1
"25112",12,"14",12,22,"Breakeven","THE SCRIPT",40166,96,12,43,20100515,0,6
"25113",13,"10",3,23,"Telephone","LADY GAGA featuring BEYONCE",40159,30,3,33,20100515,0,1
"25114",14,"16",14,8,"Over","DRAKE",40264,35,14,20,20100515,0,82
"25115",15,"26",15,6,"Eenie Meenie","SEAN KINGSTON & JUSTIN BIEBER",40278,30,15,18,20100515,0,1
"25116",16,"20",16,5,"Alejandro","LADY GAGA",40285,72,6,23,20100515,0,15
"25117",17,"15",1,20,"Imma Be","THE BLACK EYED PEAS",40180,93,1,25,20100515,0,6
"25118",18,"13",10,20,"Whataya Want From Me","ADAM LAMBERT",40180,72,10,30,20100515,0,3
"25119",19,"17",1,30,"TiK ToK","KE$HA",40110,79,1,38,20100515,0,0
"25120",20,"18",9,25,"Say Aah","TREY SONGZ",40145,81,9,29,20100515,0,21
"25121",21,"23",21,13,"I Made It (Cash Money Heroes)","KEVIN RUDOLF featuring BIRDMAN , JAY SEAN & LIL WAYNE",40229,59,21,20,20100515,0,1
"25122",22,"19",11,22,"Carry Out","TIMBALAND featuring JUSTIN TIMBERLAKE",40166,75,11,26,20100515,0,1
"25123",23,"22",18,30,"All The Right Moves","ONEREPUBLIC",40110,58,18,34,20100515,0,8
"25124",24,"29",24,14,"Hey Daddy (Daddy's Home)","USHER featuring PLIES",40222,80,24,19,20100515,0,1
"25125",25,"28",2,27,"Bad Romance","LADY GAGA",40131,9,2,34,20100515,0,15
"25126",26,"21",5,15,"Baby","JUSTIN BIEBER featuring LUDACRIS",40215,5,5,20,20100515,0,2
"25127",27,"25",25,13,"American Honey","LADY ANTEBELLUM",40229,84,25,17,20100515,0,14
"25128",28,"41",28,5,"Billionaire","TRAVIE McCOY featuring BRUNO MARS",40285,92,4,27,20100515,0,1
"25129",29,"35",29,9,"Bulletproof","LA ROUX",40257,92,8,27,20100515,0,1
"25130",30,"31",25,30,"Haven't Met You Yet","MICHAEL BUBLE",40110,90,24,43,20100515,0,6
"25131",31,"24",2,23,"Bedrock","YOUNG MONEY featuring LLOYD",40159,36,2,25,20100515,0,1
"25132",32,"42",28,4,"Winner","JAMIE FOXX featuring JUSTIN TIMBERLAKE & T.I.",40292,28,28,11,20100515,0,1
"25133",33,"32",32,12,"Solo","IYAZ",40236,43,32,17,20100515,0,7
"25134",34,"34",34,10,"Gimmie That Girl","JOE NICHOLS",40250,98,34,20,20100515,0,4
"25135",35,"36",29,19,"Naturally","SELENA GOMEZ & THE SCENE",40187,39,29,21,20100515,0,6
"25136",36,"30",30,6,"The House That Built Me","MIRANDA LAMBERT",40278,98,28,20,20100515,0,13
"25137",37,"47",37,6,"If We Ever Meet Again","TIMBALAND featuring KATY PERRY",40278,96,37,17,20100515,0,1
"25138",38,"38",1,47,"I Gotta Feeling","THE BLACK EYED PEAS",39991,2,1,56,20100515,0,6
"25139",39,"45",39,11,"All I Do Is Win","DJ KHALED featuring T-PAIN, LUDACRIS, SNOOP DOGG & RICK ROSS",40243,64,24,24,20100515,0,1
"25140",40,"40",40,9,"Lil Freak","USHER featuring NICKI MINAJ",40257,43,40,16,20100515,0,2
"25141",41,"33",18,26,"Live Like We're Dying","KRIS ALLEN",40138,92,18,28,20100515,0,2
"25142",42,"37",23,17,"Say Something","TIMBALAND featuring DRAKE",40201,94,23,20,20100515,0,1
"25143",43,"46",43,10,"Neighbors Know My Name","TREY SONGZ",40250,88,43,20,20100515,0,21
"25144",44,"58",44,4,"Un-Thinkable (I'm Ready)","ALICIA KEYS",40292,88,21,20,20100515,0,7
"25145",45,"43",5,37,"Sexy Bitch","DAVID GUETTA featuring AKON",40061,92,5,38,20100515,0,1
"25146",46,"49",23,3,"Not Myself Tonight","CHRISTINA AGUILERA",40299,23,23,7,20100515,0,12
"25147",47,"39",6,21,"How Low","LUDACRIS",40173,13,6,21,20100515,0,15
"25148",48,"53",48,9,"The Man I Want To Be","CHRIS YOUNG",40257,98,48,20,20100515,0,10
"25149",49,"56",49,8,"Beamer, Benz, Or Bentley","LLOYD BANKS featuring JUELZ SANTANA",40264,92,49,14,20100515,0,2
"25150",50,"44",44,12,"Everything To Me","MONICA",40236,82,44,18,20100515,0,2
"25151",51,"57",51,6,"Pray For You","JARON AND THE LONG ROAD TO LOVE",40278,87,34,20,20100515,0,1
"25152",52,"50",50,9,"Ain't Back Yet","KENNY CHESNEY",40257,73,50,13,20100515,0,13
"25153",53,"101",53,1,"One Less Bell To Answer","GLEE CAST featuring KRISTIN CHENOWETH",40313,53,53,1,20100515,0,4
"25154",54,"95",54,2,"Kissin' U","MIRANDA COSGROVE",40306,95,54,3,20100515,0,3
"25155",55,"63",55,4,"This Afternoon","NICKELBACK",40292,84,34,20,20100515,0,4
"25156",56,"67",56,6,"Roger That","YOUNG MONEY",40278,86,56,11,20100515,0,4
"25157",57,"51",40,16,"Highway 20 Ride","ZAC BROWN BAND",40208,98,40,20,20100515,0,12
"25158",58,"54",54,6,"Rain Is A Good Thing","LUKE BRYAN",40278,91,37,20,20100515,0,16
"25159",59,"62",44,7,"I'm Back","T.I.",40271,44,44,15,20100515,0,51
"25160",60,"66",52,12,"Unstoppable","RASCAL FLATTS",40236,92,52,17,20100515,0,8
"25161",61,"101",61,1,"Beautiful","GLEE CAST",40313,61,61,1,20100515,0,183
"25162",62,"101",62,1,"Rock That Body","THE BLACK EYES PEAS",40313,62,9,18,20100515,0,1
"25163",63,"55",37,7,"I'm Awesome","SPOSE",40271,54,37,9,20100515,0,1
"25164",64,"101",64,1,"Fire","GLEE CAST featuring KRISTIN CHENOWETH",40313,64,64,1,20100515,0,4
"25165",65,"101",65,1,"Gypsy","SHAKIRA",40313,65,65,3,20100515,0,8
"25166",66,"80",66,6,"There Goes My Baby","USHER",40278,100,25,24,20100515,0,25
"25167",67,"69",67,9,"Hell On The Heart","ERIC CHURCH",40257,100,67,12,20100515,0,13
"25168",68,"76",68,6,"I Never Told You","COLBIE CAILLAT",40278,99,48,20,20100515,0,6
"25169",69,"77",69,10,"Backwoods","JUSTIN MOORE",40250,100,69,13,20100515,0,7
"25170",70,"101",70,1,"A House Is Not A Home","GLEE CAST",40313,70,70,1,20100515,0,183
"25171",71,"88",71,2,"Impossible","SHONTELLE",40306,88,13,20,20100515,0,1
"25172",72,"73",72,9,"Keep On Lovin' You","STEEL MAGNOLIA",40257,99,68,15,20100515,0,1
"25173",73,"60",7,17,"Blah Blah Blah","KE$HA featuring 3OH!3",40201,7,7,20,20100515,0,0
"25174",74,"75",18,18,"Drop The World","LIL WAYNE featuring EMINEM",40194,18,18,20,20100515,0,1
"25175",75,"83",75,5,"She Won't Be Lonely Long","CLAY WALKER",40285,99,53,18,20100515,0,1
"25176",76,"79",76,3,"Crazy Town","JASON ALDEAN",40299,92,51,17,20100515,0,18
"25177",77,"81",77,7,"I Gotta Get To You","GEORGE STRAIT",40271,100,70,13,20100515,0,6
"25178",78,"84",78,3,"Water","BRAD PAISLEY",40299,100,42,19,20100515,0,12
"25179",79,"93",79,2,"Ride","CIARA featuring LUDACRIS",40306,93,42,20,20100515,0,1
"25180",80,"70",54,14,"Steady Mobbin'","YOUNG MONEY featuring GUCCI MANE",40222,95,54,17,20100515,0,1
"25181",81,"65",2,15,"Today Was A Fairytale","TAYLOR SWIFT",40215,2,2,18,20100515,0,49
"25182",82,"64",34,5,"Hello Good Morning","DIDDY - DIRTY MONEY featuring T.I.",40285,34,27,20,20100515,0,1
"25183",83,"101",83,1,"Magic","B.O.B featuring RIVERS CUOMO",40313,83,83,1,20100515,0,1
"25184",84,"61",41,18,"Temporary Home","CARRIE UNDERWOOD",40194,97,41,19,20100515,0,11
"25185",85,"101",85,1,"Cooler Than Me","MIKE POSNER featuring BIG SEAN",40313,85,6,29,20100515,0,1
"25186",86,"74",42,17,"A Little More Country Than That","EASTON CORBIN",40201,100,42,20,20100515,0,5
"25187",87,"71",40,19,"Hillbilly Bone","BLAKE SHELTON featuring TRACE ADKINS",40187,65,40,20,20100515,0,1
"25188",88,"85",85,6,"Wrong Baby Wrong","MARTINA McBRIDE",40278,95,74,15,20100515,0,3
"25189",89,"101",89,1,"Lover, Lover","JERROD NIEMANN",40313,89,29,20,20100515,0,5
"25190",90,"101",90,1,"Home","GLEE CAST featuring KRISTIN CHENOWETH",40313,90,90,1,20100515,0,4
"25191",91,"68",16,11,"When I Look At You","MILEY CYRUS",40243,96,16,12,20100515,0,12
"25192",92,"90",90,2,"I Keep On Loving You","REBA",40306,90,78,10,20100515,0,3
"25193",93,"101",93,1,"Halfway There","BIG TIME RUSH",40313,93,93,1,20100515,0,3
"25194",94,"82",58,16,"'Til Summer Comes Around","KEITH URBAN",40208,92,58,16,20100515,0,12
"25195",95,"101",95,1,"Gettin' Over You","DAVID GUETTA & CHRIS WILLIS featuring FERGIE & LMFAO",40313,95,31,20,20100515,0,1
"25196",96,"27",27,2,"Like A Prayer","GLEE CAST feat LEA MICHELE, JONATHAN GROFF, CORY MONTEITH, C",40306,27,27,2,20100515,0,1
"25197",97,"96",96,4,"All I Ever Wanted","KELLY CLARKSON",40292,99,96,6,20100515,0,13
"25198",98,"98",98,2,"Love King","THE-DREAM",40306,98,98,2,20100515,0,2
"25199",99,"97",97,4,"Give Me A Sign (Forever And Ever)","BREAKING BENJAMIN",40292,97,97,5,20100515,0,2
"25200",100,"101",100,1,"New Morning","ALPHA REV",40313,100,100,1,20100515,0,1
"25201",1,"1",1,13,"Nothin' On You","B.O.B featuring BRUNO MARS",40222,89,1,28,20100508,0,1
"25202",2,"2",1,11,"Rude Boy","RIHANNA",40236,64,1,22,20100508,0,32
"25203",3,"4",1,9,"Break Your Heart","TAIO CRUZ featuring LUDACRIS",40250,53,1,29,20100508,0,1
"25204",4,"5",2,37,"Need You Now","LADY ANTEBELLUM",40054,85,2,60,20100508,0,14
"25205",5,"3",3,30,"Hey, Soul Sister","TRAIN",40103,98,3,54,20100508,0,13
"25206",6,"8",6,4,"OMG","USHER featuring WILL.I.AM",40285,14,1,30,20100508,0,1
"25207",7,"6",5,20,"In My Head","JASON DERULO",40173,63,5,34,20100508,0,12
"25208",8,"9",8,6,"Your Love Is My Drug","KE$HA",40271,91,4,23,20100508,0,0
"25209",9,"12",9,2,"Airplanes","B.O.B featuring HAYLEY WILLIAMS of PARAMORE",40299,12,2,30,20100508,0,1
"25210",10,"7",3,22,"Telephone","LADY GAGA featuring BEYONCE",40159,30,3,33,20100508,0,1
"25211",11,"13",11,9,"My Chick Bad","LUDACRIS featuring NICKI MINAJ",40250,46,11,20,20100508,0,1
"25212",12,"17",12,10,"Young Forever","JAY-Z & MR. HUDSON",40243,97,10,20,20100508,0,1
"25213",13,"10",10,19,"Whataya Want From Me","ADAM LAMBERT",40180,72,10,30,20100508,0,3
"25214",14,"14",13,21,"Breakeven","THE SCRIPT",40166,96,12,43,20100508,0,6
"25215",15,"11",1,19,"Imma Be","THE BLACK EYED PEAS",40180,93,1,25,20100508,0,6
"25216",16,"20",16,7,"Over","DRAKE",40264,35,14,20,20100508,0,82
"25217",17,"18",1,29,"TiK ToK","KE$HA",40110,79,1,38,20100508,0,0
"25218",18,"15",9,24,"Say Aah","TREY SONGZ",40145,81,9,29,20100508,0,21
"25219",19,"19",11,21,"Carry Out","TIMBALAND featuring JUSTIN TIMBERLAKE",40166,75,11,26,20100508,0,1
"25220",20,"28",20,4,"Alejandro","LADY GAGA",40285,72,6,23,20100508,0,15
"25221",21,"16",5,14,"Baby","JUSTIN BIEBER featuring LUDACRIS",40215,5,5,20,20100508,0,2
"25222",22,"22",18,29,"All The Right Moves","ONEREPUBLIC",40110,58,18,34,20100508,0,8
"25223",23,"26",23,12,"I Made It (Cash Money Heroes)","KEVIN RUDOLF featuring BIRDMAN , JAY SEAN & LIL WAYNE",40229,59,21,20,20100508,0,1
"25224",24,"21",2,22,"Bedrock","YOUNG MONEY featuring LLOYD",40159,36,2,25,20100508,0,1
"25225",25,"27",25,12,"American Honey","LADY ANTEBELLUM",40229,84,25,17,20100508,0,14
"25226",26,"31",26,5,"Eenie Meenie","SEAN KINGSTON & JUSTIN BIEBER",40278,30,15,18,20100508,0,1
"25227",27,"101",27,1,"Like A Prayer","GLEE CAST feat LEA MICHELE, JONATHAN GROFF, CORY MONTEITH, C",40306,27,27,2,20100508,0,1
"25228",28,"24",2,26,"Bad Romance","LADY GAGA",40131,9,2,34,20100508,0,15
"25229",29,"25",25,13,"Hey Daddy (Daddy's Home)","USHER featuring PLIES",40222,80,24,19,20100508,0,1
"25230",30,"55",30,5,"The House That Built Me","MIRANDA LAMBERT",40278,98,28,20,20100508,0,13
"25231",31,"33",25,29,"Haven't Met You Yet","MICHAEL BUBLE",40110,90,24,43,20100508,0,6
"25232",32,"39",32,11,"Solo","IYAZ",40236,43,32,17,20100508,0,7
"25233",33,"30",18,25,"Live Like We're Dying","KRIS ALLEN",40138,92,18,28,20100508,0,2
"25234",34,"42",34,9,"Gimmie That Girl","JOE NICHOLS",40250,98,34,20,20100508,0,4
"25235",35,"36",35,8,"Bulletproof","LA ROUX",40257,92,8,27,20100508,0,1
"25236",36,"37",29,18,"Naturally","SELENA GOMEZ & THE SCENE",40187,39,29,21,20100508,0,6
"25237",37,"34",23,16,"Say Something","TIMBALAND featuring DRAKE",40201,94,23,20,20100508,0,1
"25238",38,"40",1,46,"I Gotta Feeling","THE BLACK EYED PEAS",39991,2,1,56,20100508,0,6
"25239",39,"29",6,20,"How Low","LUDACRIS",40173,13,6,21,20100508,0,15
"25240",40,"45",40,8,"Lil Freak","USHER featuring NICKI MINAJ",40257,43,40,16,20100508,0,2
"25241",41,"60",41,4,"Billionaire","TRAVIE McCOY featuring BRUNO MARS",40285,92,4,27,20100508,0,1
"25242",42,"51",28,3,"Winner","JAMIE FOXX featuring JUSTIN TIMBERLAKE & T.I.",40292,28,28,11,20100508,0,1
"25243",43,"38",5,36,"Sexy Bitch","DAVID GUETTA featuring AKON",40061,92,5,38,20100508,0,1
"25244",44,"47",44,11,"Everything To Me","MONICA",40236,82,44,18,20100508,0,2
"25245",45,"48",45,10,"All I Do Is Win","DJ KHALED featuring T-PAIN, LUDACRIS, SNOOP DOGG & RICK ROSS",40243,64,24,24,20100508,0,1
"25246",46,"50",46,9,"Neighbors Know My Name","TREY SONGZ",40250,88,43,20,20100508,0,21
"25247",47,"53",47,5,"If We Ever Meet Again","TIMBALAND featuring KATY PERRY",40278,96,37,17,20100508,0,1
"25248",48,"41",17,21,"According To You","ORIANTHI",40166,67,17,21,20100508,0,1
"25249",49,"23",23,2,"Not Myself Tonight","CHRISTINA AGUILERA",40299,23,23,7,20100508,0,12
"25250",50,"59",50,8,"Ain't Back Yet","KENNY CHESNEY",40257,73,50,13,20100508,0,13
"25251",51,"44",40,15,"Highway 20 Ride","ZAC BROWN BAND",40208,98,40,20,20100508,0,12
"25252",52,"46",34,19,"Heartbreak Warfare","JOHN MAYER",40180,85,34,19,20100508,0,7
"25253",53,"58",53,8,"The Man I Want To Be","CHRIS YOUNG",40257,98,48,20,20100508,0,10
"25254",54,"71",54,5,"Rain Is A Good Thing","LUKE BRYAN",40278,91,37,20,20100508,0,16
"25255",55,"43",37,6,"I'm Awesome","SPOSE",40271,54,37,9,20100508,0,1
"25256",56,"63",56,7,"Beamer, Benz, Or Bentley","LLOYD BANKS featuring JUELZ SANTANA",40264,92,49,14,20100508,0,2
"25257",57,"64",57,5,"Pray For You","JARON AND THE LONG ROAD TO LOVE",40278,87,34,20,20100508,0,1
"25258",58,"83",58,3,"Un-Thinkable (I'm Ready)","ALICIA KEYS",40292,88,21,20,20100508,0,7
"25259",59,"62",50,20,"Halfway Gone","LIFEHOUSE",40173,99,50,20,20100508,0,2
"25260",60,"54",7,16,"Blah Blah Blah","KE$HA featuring 3OH!3",40201,7,7,20,20100508,0,0
"25261",61,"73",41,17,"Temporary Home","CARRIE UNDERWOOD",40194,97,41,19,20100508,0,11
"25262",62,"68",44,6,"I'm Back","T.I.",40271,44,44,15,20100508,0,51
"25263",63,"76",63,3,"This Afternoon","NICKELBACK",40292,84,34,20,20100508,0,4
"25264",64,"57",34,4,"Hello Good Morning","DIDDY - DIRTY MONEY featuring T.I.",40285,34,27,20,20100508,0,1
"25265",65,"56",2,14,"Today Was A Fairytale","TAYLOR SWIFT",40215,2,2,18,20100508,0,49
"25266",66,"78",52,11,"Unstoppable","RASCAL FLATTS",40236,92,52,17,20100508,0,8
"25267",67,"75",67,5,"Roger That","YOUNG MONEY",40278,86,56,11,20100508,0,4
"25268",68,"52",16,10,"When I Look At You","MILEY CYRUS",40243,96,16,12,20100508,0,12
"25269",69,"74",69,8,"Hell On The Heart","ERIC CHURCH",40257,100,67,12,20100508,0,13
"25270",70,"67",54,13,"Steady Mobbin'","YOUNG MONEY featuring GUCCI MANE",40222,95,54,17,20100508,0,1
"25271",71,"77",40,18,"Hillbilly Bone","BLAKE SHELTON featuring TRACE ADKINS",40187,65,40,20,20100508,0,1
"25272",72,"101",72,1,"Bet I","B.O.B featuring T.I. & PLAYBOY TRE",40306,72,72,1,20100508,0,1
"25273",73,"79",73,8,"Keep On Lovin' You","STEEL MAGNOLIA",40257,99,68,15,20100508,0,1
"25274",74,"65",42,16,"A Little More Country Than That","EASTON CORBIN",40201,100,42,20,20100508,0,5
"25275",75,"70",18,17,"Drop The World","LIL WAYNE featuring EMINEM",40194,18,18,20,20100508,0,1
"25276",76,"81",76,5,"I Never Told You","COLBIE CAILLAT",40278,99,48,20,20100508,0,6
"25277",77,"82",77,9,"Backwoods","JUSTIN MOORE",40250,100,69,13,20100508,0,7
"25278",78,"101",78,1,"Borderline / Open Your Heart","GLEE CAST featuring LEA MICHELE & CORY MONTEITH",40306,78,78,1,20100508,0,1
"25279",79,"92",79,2,"Crazy Town","JASON ALDEAN",40299,92,51,17,20100508,0,18
"25280",80,"86",80,5,"There Goes My Baby","USHER",40278,100,25,24,20100508,0,25
"25281",81,"85",81,6,"I Gotta Get To You","GEORGE STRAIT",40271,100,70,13,20100508,0,6
"25282",82,"72",58,15,"'Til Summer Comes Around","KEITH URBAN",40208,92,58,16,20100508,0,12
"25283",83,"89",83,4,"She Won't Be Lonely Long","CLAY WALKER",40285,99,53,18,20100508,0,1
"25284",84,"100",84,2,"Water","BRAD PAISLEY",40299,100,42,19,20100508,0,12
"25285",85,"87",85,5,"Wrong Baby Wrong","MARTINA McBRIDE",40278,95,74,15,20100508,0,3
"25286",86,"69",53,12,"Lemonade","GUCCI MANE",40229,93,53,12,20100508,0,5
"25287",87,"101",87,1,"Like A Virgin","GLEE CAST feat MATTHEW MORRISON, JAYMA MAYES, NAYA RIVERA, C",40306,87,87,1,20100508,0,1
"25288",88,"101",88,1,"Impossible","SHONTELLE",40306,88,13,20,20100508,0,1
"25289",89,"101",89,1,"4 Minutes","GLEE CAST featuring CHRIS COLFER & AMBER RILEY",40306,89,89,1,20100508,0,1
"25290",90,"101",90,1,"I Keep On Loving You","REBA",40306,90,78,10,20100508,0,3
"25291",91,"101",91,1,"Still","TIM McGRAW",40306,91,91,1,20100508,0,12
"25292",92,"32",32,2,"Gives You Hell","GLEE CAST featuring LEA MICHELE",40299,32,32,2,20100508,0,3
"25293",93,"101",93,1,"Ride","CIARA featuring LUDACRIS",40306,93,42,20,20100508,0,1
"25294",94,"90",55,20,"I Am","MARY J. BLIGE",40173,67,55,20,20100508,0,3
"25295",95,"101",95,1,"Kissin' U","MIRANDA COSGROVE",40306,95,54,3,20100508,0,3
"25296",96,"96",96,3,"All I Ever Wanted","KELLY CLARKSON",40292,99,96,6,20100508,0,13
"25297",97,"97",97,3,"Give Me A Sign (Forever And Ever)","BREAKING BENJAMIN",40292,97,97,5,20100508,0,2
"25298",98,"101",98,1,"Love King","THE-DREAM",40306,98,98,2,20100508,0,2
"25299",99,"93",62,11,"O Let's Do It","WAKA FLOCKA FLAME",40236,95,62,11,20100508,0,7
"25300",100,"88",54,19,"Sex Therapy","ROBIN THICKE",40180,79,54,19,20100508,0,4
"25301",1,"2",1,12,"Nothin' On You","B.O.B featuring BRUNO MARS",40222,89,1,28,20100501,0,1
"25302",2,"1",1,10,"Rude Boy","RIHANNA",40236,64,1,22,20100501,0,32
"25303",3,"3",3,29,"Hey, Soul Sister","TRAIN",40103,98,3,54,20100501,0,13
"25304",4,"4",1,8,"Break Your Heart","TAIO CRUZ featuring LUDACRIS",40250,53,1,29,20100501,0,1
"25305",5,"6",2,36,"Need You Now","LADY ANTEBELLUM",40054,85,2,60,20100501,0,14
"25306",6,"5",5,19,"In My Head","JASON DERULO",40173,63,5,34,20100501,0,12
"25307",7,"7",3,21,"Telephone","LADY GAGA featuring BEYONCE",40159,30,3,33,20100501,0,1
"25308",8,"10",8,3,"OMG","USHER featuring WILL.I.AM",40285,14,1,30,20100501,0,1
"25309",9,"19",9,5,"Your Love Is My Drug","KE$HA",40271,91,4,23,20100501,0,0
"25310",10,"23",10,18,"Whataya Want From Me","ADAM LAMBERT",40180,72,10,30,20100501,0,3
"25311",11,"8",1,18,"Imma Be","THE BLACK EYED PEAS",40180,93,1,25,20100501,0,6
