"","pos","last.week","peak","weeks.on.chart","title","artist","chart.entry.date","entry.position","overall.peak","overall.weeks.on.chart","chart.date","concurrent.count","artist.relevancy"
"273",73,"70",70,8,"Lonely Eyes","CHRIS YOUNG",42007,95,70,10,20150221,0,10
"274",74,"55",24,19,"Something In The Water","CARRIE UNDERWOOD",41930,24,24,20,20150221,0,11
"275",75,"101",75,1,"Lay Me Down","SAM SMITH",42056,75,58,3,20150221,0,7
"276",76,"92",76,2,"Chains","NICK JONAS",42049,92,42,4,20150221,0,4
"277",77,"67",67,6,"Throw Sum Mo","RAE SREMMURD featuring NICKI MINAJ & YOUNG THUG",42021,92,67,8,20150221,0,1
"278",78,"79",78,6,"Geronimo","SHEPPARD",42021,96,74,8,20150221,0,1
"279",79,"77",77,9,"Homegrown Honey","DARIUS RUCKER",42000,97,73,11,20150221,0,7
"280",80,"97",80,5,"Not For Long","B.O.B featuring TREY SONGZ",42028,96,80,7,20150221,0,1
"281",81,"85",81,4,"Say You Do","DIERKS BENTLEY",42035,96,79,6,20150221,0,8
"282",82,"74",38,19,"Shotgun Rider","TIM McGRAW",41930,97,38,20,20150221,0,12
"283",83,"95",83,2,"Talking Body","TOVE LO",42049,95,65,4,20150221,0,3
"284",84,"80",80,5,"Post To Be","OMARION featuring CHRIS BROWN & JHENE AIKO",42028,98,54,7,20150221,0,1
"285",85,"94",72,18,"Body Language","KID INK featuring USHER & TINASHE",41937,100,72,18,20150221,0,1
"286",86,"82",82,6,"Take It On Back","CHASE BRYANT",42021,98,82,8,20150221,0,1
"287",87,"90",87,4,"The Body","WALE featuring JEREMIH",42035,98,87,6,20150221,0,2
"288",88,"81",81,2,"Budapest","GEORGE EZRA",42049,81,81,4,20150221,0,1
"289",89,"89",89,6,"What We Ain't Got","JAKE OWEN",42021,95,89,8,20150221,0,8
"290",90,"91",90,6,"A Guy Walks Into A Bar","TYLER FARR",42021,97,86,8,20150221,0,3
"291",91,"83",27,16,"Beg For It","IGGY AZALEA featuring MO",41951,92,27,16,20150221,0,1
"292",92,"84",27,18,"L.A.LOVE (la la)","FERGIE",41937,97,27,18,20150221,0,3
"293",93,"101",93,1,"Worth It","FIFTH HARMONY featuring KID INK",42056,93,93,1,20150221,0,1
"294",94,"101",94,1,"A Little Too Much","SHAWN MENDES",42056,94,94,1,20150221,0,3
"295",95,"78",61,16,"God Made Girls","RAELYNN",41951,98,61,16,20150221,0,1
"296",96,"101",96,1,"Hotel","KID INK featuring CHRIS BROWN",42056,96,96,1,20150221,0,3
"297",97,"100",41,11,"***Flawless","BEYONCE featuring NICKI MINAJ or CHIMAMANDA NGOZI ADICHIE",41986,41,41,11,20150221,0,1
"298",98,"101",98,1,"Out The Speakers","A-TRAK + MILO & OTIS featuring RICH KIDZ",42056,98,98,1,20150221,0,0
"299",99,"98",98,2,"I Mean It","G-EAZY featuring REMO",42049,98,98,2,20150221,0,1
"300",100,"101",100,1,"Girl Crush","LITTLE BIG TOWN",42056,100,100,1,20150221,0,6
"301",1,"1",1,12,"Uptown Funk!","MARK RONSON featuring BRUNO MARS",41972,65,1,15,20150214,0,1
"302",2,"2",2,17,"Thinking Out Loud","ED SHEERAN",41937,69,2,20,20150214,0,11
"303",3,"3",2,25,"Take Me To Church","HOZIER",41881,96,2,28,20150214,0,1
"304",4,"4",1,14,"Blank Space","TAYLOR SWIFT",41958,18,1,17,20150214,0,49
"305",5,"6",5,3,"Sugar","MAROON 5",42035,8,4,6,20150214,0,15
"306",6,"7",4,15,"Lips Are Movin'","MEGHAN TRAINOR",41951,93,4,18,20150214,0,4
"307",7,"8",5,21,"I'm Not The Only One","SAM SMITH",41909,93,5,24,20150214,0,7
"308",8,"9",7,21,"Jealous","NICK JONAS",41909,78,7,24,20150214,0,4
"309",9,"5",1,24,"Shake It Off","TAYLOR SWIFT",41888,1,1,27,20150214,0,49
"310",10,"10",10,21,"Centuries","FALL OUT BOY",41909,22,10,24,20150214,0,7
"311",11,"21",11,7,"Time Of Our Lives","PITBULL & NE-YO",42007,87,11,10,20150214,0,1
"312",12,"11",1,30,"All About That Bass","MEGHAN TRAINOR",41846,84,1,33,20150214,0,4
"313",13,"14",13,11,"I Don't Mind","USHER featuring JUICY J",41979,95,13,14,20150214,0,1
"314",14,"20",14,4,"Love Me Like You Do","ELLIE GOULDING",42028,45,3,7,20150214,0,8
"315",15,"54",15,2,"FourFiveSeconds","RIHANNA & KANYE WEST & PAUL McCARTNEY",42042,54,4,5,20150214,0,1
"316",16,"12",7,17,"Love Me Harder","ARIANA GRANDE & THE WEEKND",41937,79,7,20,20150214,0,1
"317",17,"17",12,14,"Only","NICKI MINAJ featuring DRAKE, LIL WAYNE & CHRIS BROWN",41958,54,12,17,20150214,0,1
"318",18,"13",11,19,"I Don't Fuck With You","BIG SEAN featuring E-40",41923,70,11,22,20150214,0,1
"319",19,"15",6,13,"The Heart Wants What It Wants","SELENA GOMEZ",41965,25,6,16,20150214,0,9
"320",20,"23",20,11,"CoCo","O.T. GENASIS",41979,77,20,14,20150214,0,1
"321",21,"26",2,42,"Stay With Me","SAM SMITH",41762,93,2,45,20150214,0,7
"322",22,"19",13,10,"42196","BEYONCE",41986,18,13,13,20150214,0,20
"323",23,"18",3,24,"Animals","MAROON 5",41888,86,3,27,20150214,0,15
"324",24,"22",16,19,"No Type","RAE SREMMURD",41923,77,16,22,20150214,0,3
"325",25,"38",25,10,"She Knows","NE-YO featuring JUICY J",41986,96,22,13,20150214,0,1
"326",26,"24",22,14,"Ghost","ELLA HENDERSON",41958,75,21,17,20150214,0,1
"327",27,"71",27,2,"Truffle Butter","NICKI MINAJ featuring DRAKE & LIL WAYNE",42042,71,17,5,20150214,0,1
"328",28,"16",12,10,"The Hanging Tree","JAMES NEWTON HOWARD featuring JENNIFER LAWRENCE",41986,12,12,13,20150214,0,1
"329",29,"37",29,6,"Style","TAYLOR SWIFT",42014,84,8,9,20150214,0,49
"330",30,"25",12,19,"Tuesday","I LOVE MAKONNEN featuring DRAKE",41923,90,12,22,20150214,0,1
"331",31,"34",31,9,"G.D.F.R.","FLO RIDA featuring SAGE THE GEMINI & LOOKAS",41993,97,28,12,20150214,0,1
"332",32,"31",30,32,"Riptide","VANCE JOY",41832,92,30,35,20150214,0,1
"333",33,"40",33,9,"Prayer In C","LILLYWOOD & ROBIN SCHULZ",41993,87,23,12,20150214,0,1
"334",34,"30",3,36,"Habits (Stay High)","TOVE LO",41804,66,3,39,20150214,0,3
"335",35,"28",3,27,"Bang Bang","JESSIE J, ARIANA GRANDE & NICKI MINAJ",41867,6,3,30,20150214,0,1
"336",36,"32",17,4,"Elastic Heart","SIA",42028,17,17,7,20150214,0,20
"337",37,"33",8,39,"Chandelier","SIA",41783,75,8,42,20150214,0,20
"338",38,"27",27,6,"Earned It (Fifty Shades Of Grey)","THE WEEKND",42014,49,9,9,20150214,0,6
"339",39,"29",14,24,"Waves","MR. PROBZ",41888,88,14,25,20150214,0,1
"340",40,"36",9,34,"Don't","ED SHEERAN",41818,46,9,36,20150214,0,11
"341",41,"41",41,10,"I See You","LUKE BRYAN",41986,89,41,13,20150214,0,16
"342",42,"35",31,18,"Heroes (We Could Be)","ALESSO featuring TOVE LO",41930,89,31,20,20150214,0,1
"343",43,"52",43,6,"Stuck On A Feeling","PRINCE ROYCE featuring SNOOP DOGG",42014,93,43,9,20150214,0,1
"344",44,"45",1,41,"Rude","MAGIC!",41769,97,1,41,20150214,0,1
"345",45,"39",32,10,"I Lived","ONEREPUBLIC",41986,71,32,13,20150214,0,8
"346",46,"43",43,15,"Talladega","ERIC CHURCH",41951,90,43,18,20150214,0,13
"347",47,"44",44,14,"Sun Daze","FLORIDA GEORGIA LINE",41958,95,44,17,20150214,0,11
"348",48,"51",48,9,"Lonely Tonight","BLAKE SHELTON featuring ASHLEY MONROE",41993,95,47,12,20150214,0,1
"349",49,"53",49,5,"Take Your Time","SAM HUNT",42021,93,36,8,20150214,0,2
"350",50,"56",50,5,"Outside","CALVIN HARRIS featuring ELLIE GOULDING",42021,90,42,8,20150214,0,2
"351",51,"46",31,11,"Night Changes","ONE DIRECTION",41979,55,31,14,20150214,0,19
"352",52,"55",52,12,"Make Me Wanna","THOMAS RHETT",41972,99,43,15,20150214,0,5
"353",53,"49",40,10,"Sledgehammer","FIFTH HARMONY",41986,93,40,13,20150214,0,4
"354",54,"63",54,11,"I Bet My Life","IMAGINE DRAGONS",41979,72,28,14,20150214,0,7
"355",55,"42",24,18,"Something In The Water","CARRIE UNDERWOOD",41930,24,24,20,20150214,0,11
"356",56,"67",37,3,"Heartbeat Song","KELLY CLARKSON",42035,37,34,6,20150214,0,13
"357",57,"65",40,4,"Ayo","CHRIS BROWN & TYGA",42028,40,32,7,20150214,0,1
"358",58,"58",43,7,"Feeling Myself","NICKI MINAJ featuring BEYONCE",42007,43,43,10,20150214,0,1
"359",59,"61",59,9,"Just Gettin' Started","JASON ALDEAN",41993,94,59,12,20150214,0,18
"360",60,"57",45,15,"Try Me","DEJ LOAF",41951,67,45,18,20150214,0,1
"361",61,"60",60,16,"Drinking Class","LEE BRICE",41944,99,60,19,20150214,0,7
"362",62,"68",62,9,"Like A Cowboy","RANDY HOUSER",41993,98,62,12,20150214,0,4
"363",63,"64",63,10,"Shut Up And Dance","WALK THE MOON",41986,88,48,13,20150214,0,2
"364",64,"59",59,16,"Often","THE WEEKND",41944,97,59,19,20150214,0,6
"365",65,"70",65,7,"Apparently","J. COLE",42007,90,58,10,20150214,0,10
"366",66,"66",66,13,"Mean To Me","BRETT ELDREDGE",41965,95,57,16,20150214,0,3
"367",67,"73",67,5,"Throw Sum Mo","RAE SREMMURD featuring NICKI MINAJ & YOUNG THUG",42021,92,67,8,20150214,0,1
"368",68,"101",68,1,"Only One","KANYE WEST featuring PAUL McCARTNEY",42049,68,45,4,20150214,0,1
"369",69,"77",69,5,"Ain't Worth The Whiskey","COLE SWINDELL",42021,99,59,8,20150214,0,3
"370",70,"74",70,7,"Lonely Eyes","CHRIS YOUNG",42007,95,70,10,20150214,0,10
"371",71,"76",71,4,"All About It","HOODIE ALLEN featuring ED SHEERAN",42028,100,71,4,20150214,0,1
"372",72,"86",72,2,"Trap Queen","FETTY WAP",42042,86,35,5,20150214,0,1
"373",73,"81",48,3,"Homegrown","ZAC BROWN BAND",42035,48,48,6,20150214,0,12
"374",74,"62",38,18,"Shotgun Rider","TIM McGRAW",41930,97,38,20,20150214,0,12
"375",75,"101",75,1,"Shots","IMAGINE DRAGONS",42049,75,75,1,20150214,0,7
"376",76,"94",76,2,"Somebody","NATALIE LA ROSE featuring JEREMIH",42042,94,27,5,20150214,0,1
"377",77,"80",77,8,"Homegrown Honey","DARIUS RUCKER",42000,97,73,11,20150214,0,7
"378",78,"75",61,15,"God Made Girls","RAELYNN",41951,98,61,16,20150214,0,1
"379",79,"88",79,5,"Geronimo","SHEPPARD",42021,96,74,8,20150214,0,1
"380",80,"89",80,4,"Post To Be","OMARION featuring CHRIS BROWN & JHENE AIKO",42028,98,54,7,20150214,0,1
"381",81,"101",81,1,"Budapest","GEORGE EZRA",42049,81,81,4,20150214,0,1
"382",82,"83",82,5,"Take It On Back","CHASE BRYANT",42021,98,82,8,20150214,0,1
"383",83,"72",27,15,"Beg For It","IGGY AZALEA featuring MO",41951,92,27,16,20150214,0,1
"384",84,"79",27,17,"L.A.LOVE (la la)","FERGIE",41937,97,27,18,20150214,0,3
"385",85,"90",85,3,"Say You Do","DIERKS BENTLEY",42035,96,79,6,20150214,0,8
"386",86,"69",60,14,"Til It's Gone","KENNY CHESNEY",41958,100,60,14,20150214,0,13
"387",87,"97",56,15,"Dangerous","DAVID GUETTA featuring SAM MARTIN",41951,96,56,15,20150214,0,1
"388",88,"95",88,2,"Can't Stop Dancin'","BECKY G",42042,95,88,2,20150214,0,3
"389",89,"92",89,5,"What We Ain't Got","JAKE OWEN",42021,95,89,8,20150214,0,8
"390",90,"93",90,3,"The Body","WALE featuring JEREMIH",42035,98,87,6,20150214,0,2
"391",91,"98",91,5,"A Guy Walks Into A Bar","TYLER FARR",42021,97,86,8,20150214,0,3
"392",92,"101",92,1,"Chains","NICK JONAS",42049,92,42,4,20150214,0,4
"393",93,"101",93,1,"Perfect Storm","BRAD PAISLEY",42049,93,93,1,20150214,0,12
"394",94,"87",72,17,"Body Language","KID INK featuring USHER & TINASHE",41937,100,72,18,20150214,0,1
"395",95,"101",95,1,"Talking Body","TOVE LO",42049,95,65,4,20150214,0,3
"396",96,"101",96,1,"I Bet","CIARA",42049,96,96,1,20150214,0,4
"397",97,"91",91,4,"Not For Long","B.O.B featuring TREY SONGZ",42028,96,80,7,20150214,0,1
"398",98,"101",98,1,"I Mean It","G-EAZY featuring REMO",42049,98,98,2,20150214,0,1
"399",99,"84",13,18,"Steal My Girl","ONE DIRECTION",41930,13,13,18,20150214,0,19
"400",100,"100",41,10,"***Flawless","BEYONCE featuring NICKI MINAJ or CHIMAMANDA NGOZI ADICHIE",41986,41,41,11,20150214,0,1
"401",1,"1",1,11,"Uptown Funk!","MARK RONSON featuring BRUNO MARS",41972,65,1,15,20150207,0,1
"402",2,"2",2,16,"Thinking Out Loud","ED SHEERAN",41937,69,2,20,20150207,0,11
"403",3,"4",2,24,"Take Me To Church","HOZIER",41881,96,2,28,20150207,0,1
"404",4,"3",1,13,"Blank Space","TAYLOR SWIFT",41958,18,1,17,20150207,0,49
"405",5,"5",1,23,"Shake It Off","TAYLOR SWIFT",41888,1,1,27,20150207,0,49
"406",6,"8",6,2,"Sugar","MAROON 5",42035,8,4,6,20150207,0,15
"407",7,"6",4,14,"Lips Are Movin'","MEGHAN TRAINOR",41951,93,4,18,20150207,0,4
"408",8,"7",5,20,"I'm Not The Only One","SAM SMITH",41909,93,5,24,20150207,0,7
"409",9,"9",7,20,"Jealous","NICK JONAS",41909,78,7,24,20150207,0,4
"410",10,"12",10,20,"Centuries","FALL OUT BOY",41909,22,10,24,20150207,0,7
"411",11,"10",1,29,"All About That Bass","MEGHAN TRAINOR",41846,84,1,33,20150207,0,4
"412",12,"11",7,16,"Love Me Harder","ARIANA GRANDE & THE WEEKND",41937,79,7,20,20150207,0,1
"413",13,"14",11,18,"I Don't Fuck With You","BIG SEAN featuring E-40",41923,70,11,22,20150207,0,1
"414",14,"17",14,10,"I Don't Mind","USHER featuring JUICY J",41979,95,13,14,20150207,0,1
"415",15,"15",6,12,"The Heart Wants What It Wants","SELENA GOMEZ",41965,25,6,16,20150207,0,9
"416",16,"13",12,9,"The Hanging Tree","JAMES NEWTON HOWARD featuring JENNIFER LAWRENCE",41986,12,12,13,20150207,0,1
"417",17,"19",12,13,"Only","NICKI MINAJ featuring DRAKE, LIL WAYNE & CHRIS BROWN",41958,54,12,17,20150207,0,1
"418",18,"16",3,23,"Animals","MAROON 5",41888,86,3,27,20150207,0,15
"419",19,"18",13,9,"42196","BEYONCE",41986,18,13,13,20150207,0,20
"420",20,"36",20,3,"Love Me Like You Do","ELLIE GOULDING",42028,45,3,7,20150207,0,8
"421",21,"24",21,6,"Time Of Our Lives","PITBULL & NE-YO",42007,87,11,10,20150207,0,1
"422",22,"20",16,18,"No Type","RAE SREMMURD",41923,77,16,22,20150207,0,3
"423",23,"26",23,10,"CoCo","O.T. GENASIS",41979,77,20,14,20150207,0,1
"424",24,"22",22,13,"Ghost","ELLA HENDERSON",41958,75,21,17,20150207,0,1
"425",25,"21",12,18,"Tuesday","I LOVE MAKONNEN featuring DRAKE",41923,90,12,22,20150207,0,1
"426",26,"27",2,41,"Stay With Me","SAM SMITH",41762,93,2,45,20150207,0,7
"427",27,"70",27,5,"Earned It (Fifty Shades Of Grey)","THE WEEKND",42014,49,9,9,20150207,0,6
"428",28,"23",3,26,"Bang Bang","JESSIE J, ARIANA GRANDE & NICKI MINAJ",41867,6,3,30,20150207,0,1
"429",29,"25",14,23,"Waves","MR. PROBZ",41888,88,14,25,20150207,0,1
"430",30,"28",3,35,"Habits (Stay High)","TOVE LO",41804,66,3,39,20150207,0,3
"431",31,"30",30,31,"Riptide","VANCE JOY",41832,92,30,35,20150207,0,1
"432",32,"29",17,3,"Elastic Heart","SIA",42028,17,17,7,20150207,0,20
"433",33,"33",8,38,"Chandelier","SIA",41783,75,8,42,20150207,0,20
"434",34,"38",34,8,"G.D.F.R.","FLO RIDA featuring SAGE THE GEMINI & LOOKAS",41993,97,28,12,20150207,0,1
"435",35,"35",31,17,"Heroes (We Could Be)","ALESSO featuring TOVE LO",41930,89,31,20,20150207,0,1
"436",36,"31",9,33,"Don't","ED SHEERAN",41818,46,9,36,20150207,0,11
"437",37,"52",37,5,"Style","TAYLOR SWIFT",42014,84,8,9,20150207,0,49
"438",38,"50",38,9,"She Knows","NE-YO featuring JUICY J",41986,96,22,13,20150207,0,1
"439",39,"32",32,9,"I Lived","ONEREPUBLIC",41986,71,32,13,20150207,0,8
"440",40,"47",40,8,"Prayer In C","LILLYWOOD & ROBIN SCHULZ",41993,87,23,12,20150207,0,1
"441",41,"45",41,9,"I See You","LUKE BRYAN",41986,89,41,13,20150207,0,16
"442",42,"41",24,17,"Something In The Water","CARRIE UNDERWOOD",41930,24,24,20,20150207,0,11
"443",43,"46",43,14,"Talladega","ERIC CHURCH",41951,90,43,18,20150207,0,13
"444",44,"49",44,13,"Sun Daze","FLORIDA GEORGIA LINE",41958,95,44,17,20150207,0,11
"445",45,"43",1,40,"Rude","MAGIC!",41769,97,1,41,20150207,0,1
"446",46,"42",31,10,"Night Changes","ONE DIRECTION",41979,55,31,14,20150207,0,19
"447",47,"39",6,31,"Don't Tell 'Em","JEREMIH featuring YG",41832,89,6,31,20150207,0,1
"448",48,"44",3,30,"Black Widow","IGGY AZALEA featuring RITA ORA",41839,97,3,30,20150207,0,1
"449",49,"51",40,9,"Sledgehammer","FIFTH HARMONY",41986,93,40,13,20150207,0,4
"450",50,"40",19,20,"Blame","CALVIN HARRIS featuring JOHN NEWMAN",41909,31,19,20,20150207,0,1
"451",51,"54",51,8,"Lonely Tonight","BLAKE SHELTON featuring ASHLEY MONROE",41993,95,47,12,20150207,0,1
"452",52,"56",52,5,"Stuck On A Feeling","PRINCE ROYCE featuring SNOOP DOGG",42014,93,43,9,20150207,0,1
"453",53,"71",53,4,"Take Your Time","SAM HUNT",42021,93,36,8,20150207,0,2
"454",54,"101",54,1,"FourFiveSeconds","RIHANNA & KANYE WEST & PAUL McCARTNEY",42042,54,4,5,20150207,0,1
"455",55,"59",55,11,"Make Me Wanna","THOMAS RHETT",41972,99,43,15,20150207,0,5
"456",56,"58",56,4,"Outside","CALVIN HARRIS featuring ELLIE GOULDING",42021,90,42,8,20150207,0,2
"457",57,"53",45,14,"Try Me","DEJ LOAF",41951,67,45,18,20150207,0,1
"458",58,"61",43,6,"Feeling Myself","NICKI MINAJ featuring BEYONCE",42007,43,43,10,20150207,0,1
"459",59,"67",59,15,"Often","THE WEEKND",41944,97,59,19,20150207,0,6
"460",60,"63",60,15,"Drinking Class","LEE BRICE",41944,99,60,19,20150207,0,7
"461",61,"64",61,8,"Just Gettin' Started","JASON ALDEAN",41993,94,59,12,20150207,0,18
"462",62,"55",38,17,"Shotgun Rider","TIM McGRAW",41930,97,38,20,20150207,0,12
"463",63,"69",54,10,"I Bet My Life","IMAGINE DRAGONS",41979,72,28,14,20150207,0,7
"464",64,"74",64,9,"Shut Up And Dance","WALK THE MOON",41986,88,48,13,20150207,0,2
"465",65,"72",40,3,"Ayo","CHRIS BROWN & TYGA",42028,40,32,7,20150207,0,1
"466",66,"75",66,12,"Mean To Me","BRETT ELDREDGE",41965,95,57,16,20150207,0,3
"467",67,"37",37,2,"Heartbeat Song","KELLY CLARKSON",42035,37,34,6,20150207,0,13
"468",68,"77",68,8,"Like A Cowboy","RANDY HOUSER",41993,98,62,12,20150207,0,4
"469",69,"60",60,13,"Til It's Gone","KENNY CHESNEY",41958,100,60,14,20150207,0,13
"470",70,"81",70,6,"Apparently","J. COLE",42007,90,58,10,20150207,0,10
"471",71,"101",71,1,"Truffle Butter","NICKI MINAJ featuring DRAKE & LIL WAYNE",42042,71,17,5,20150207,0,1
"472",72,"57",27,14,"Beg For It","IGGY AZALEA featuring MO",41951,92,27,16,20150207,0,1
"473",73,"87",73,4,"Throw Sum Mo","RAE SREMMURD featuring NICKI MINAJ & YOUNG THUG",42021,92,67,8,20150207,0,1
"474",74,"79",73,6,"Lonely Eyes","CHRIS YOUNG",42007,95,70,10,20150207,0,10
"475",75,"76",61,14,"God Made Girls","RAELYNN",41951,98,61,16,20150207,0,1
"476",76,"78",76,3,"All About It","HOODIE ALLEN featuring ED SHEERAN",42028,100,71,4,20150207,0,1
"477",77,"83",77,4,"Ain't Worth The Whiskey","COLE SWINDELL",42021,99,59,8,20150207,0,3
"478",78,"65",52,16,"Perfect Storm","BRAD PAISLEY",41937,85,52,16,20150207,0,12
"479",79,"66",27,16,"L.A.LOVE (la la)","FERGIE",41937,97,27,18,20150207,0,3
"480",80,"80",80,7,"Homegrown Honey","DARIUS RUCKER",42000,97,73,11,20150207,0,7
"481",81,"48",48,2,"Homegrown","ZAC BROWN BAND",42035,48,48,6,20150207,0,12
"482",82,"101",82,1,"Worth It","FIFTH HARMONY featuring KID INK",42042,82,82,1,20150207,0,1
"483",83,"86",83,4,"Take It On Back","CHASE BRYANT",42021,98,82,8,20150207,0,1
"484",84,"82",13,17,"Steal My Girl","ONE DIRECTION",41930,13,13,18,20150207,0,19
"485",85,"73",73,2,"Uma Thurman","FALL OUT BOY",42035,73,73,2,20150207,0,7
"486",86,"101",86,1,"Trap Queen","FETTY WAP",42042,86,35,5,20150207,0,1
"487",87,"89",72,16,"Body Language","KID INK featuring USHER & TINASHE",41937,100,72,18,20150207,0,1
"488",88,"88",88,4,"Geronimo","SHEPPARD",42021,96,74,8,20150207,0,1
"489",89,"91",89,3,"Post To Be","OMARION featuring CHRIS BROWN & JHENE AIKO",42028,98,54,7,20150207,0,1
"490",90,"96",90,2,"Say You Do","DIERKS BENTLEY",42035,96,79,6,20150207,0,8
"491",91,"95",91,3,"Not For Long","B.O.B featuring TREY SONGZ",42028,96,80,7,20150207,0,1
"492",92,"94",92,4,"What We Ain't Got","JAKE OWEN",42021,95,89,8,20150207,0,8
"493",93,"98",93,2,"The Body","WALE featuring JEREMIH",42035,98,87,6,20150207,0,2
"494",94,"101",94,1,"Somebody","NATALIE LA ROSE featuring JEREMIH",42042,94,27,5,20150207,0,1
"495",95,"101",95,1,"Can't Stop Dancin'","BECKY G",42042,95,88,2,20150207,0,3
"496",96,"101",96,1,"Immortals","FALL OUT BOY",42042,96,96,1,20150207,0,7
"497",97,"90",56,14,"Dangerous","DAVID GUETTA featuring SAM MARTIN",41951,96,56,15,20150207,0,1
"498",98,"99",97,4,"A Guy Walks Into A Bar","TYLER FARR",42021,97,86,8,20150207,0,3
"499",99,"101",99,1,"Slow Motion","TREY SONGZ",42042,99,99,1,20150207,0,21
"500",100,"93",41,9,"***Flawless","BEYONCE featuring NICKI MINAJ or CHIMAMANDA NGOZI ADICHIE",41986,41,41,11,20150207,0,1
"501",1,"1",1,10,"Uptown Funk!","MARK RONSON featuring BRUNO MARS",41972,65,1,15,20150131,0,1
"502",2,"4",2,15,"Thinking Out Loud","ED SHEERAN",41937,69,2,20,20150131,0,11
"503",3,"2",1,12,"Blank Space","TAYLOR SWIFT",41958,18,1,17,20150131,0,49
"504",4,"3",2,23,"Take Me To Church","HOZIER",41881,96,2,28,20150131,0,1
"505",5,"9",1,22,"Shake It Off","TAYLOR SWIFT",41888,1,1,27,20150131,0,49
"506",6,"6",4,13,"Lips Are Movin'","MEGHAN TRAINOR",41951,93,4,18,20150131,0,4
"507",7,"5",5,19,"I'm Not The Only One","SAM SMITH",41909,93,5,24,20150131,0,7
"508",8,"101",8,1,"Sugar","MAROON 5",42035,8,4,6,20150131,0,15
"509",9,"7",7,19,"Jealous","NICK JONAS",41909,78,7,24,20150131,0,4
"510",10,"10",1,28,"All About That Bass","MEGHAN TRAINOR",41846,84,1,33,20150131,0,4
"511",11,"8",7,15,"Love Me Harder","ARIANA GRANDE & THE WEEKND",41937,79,7,20,20150131,0,1
"512",12,"15",12,19,"Centuries","FALL OUT BOY",41909,22,10,24,20150131,0,7
"513",13,"14",12,8,"The Hanging Tree","JAMES NEWTON HOWARD featuring JENNIFER LAWRENCE",41986,12,12,13,20150131,0,1
"514",14,"12",11,17,"I Don't Fuck With You","BIG SEAN featuring E-40",41923,70,11,22,20150131,0,1
"515",15,"13",6,11,"The Heart Wants What It Wants","SELENA GOMEZ",41965,25,6,16,20150131,0,9
"516",16,"11",3,22,"Animals","MAROON 5",41888,86,3,27,20150131,0,15
"517",17,"23",17,9,"I Don't Mind","USHER featuring JUICY J",41979,95,13,14,20150131,0,1
"518",18,"20",13,8,"42196","BEYONCE",41986,18,13,13,20150131,0,20
"519",19,"16",12,12,"Only","NICKI MINAJ featuring DRAKE, LIL WAYNE & CHRIS BROWN",41958,54,12,17,20150131,0,1
"520",20,"18",16,17,"No Type","RAE SREMMURD",41923,77,16,22,20150131,0,3
"521",21,"19",12,17,"Tuesday","I LOVE MAKONNEN featuring DRAKE",41923,90,12,22,20150131,0,1
"522",22,"28",22,12,"Ghost","ELLA HENDERSON",41958,75,21,17,20150131,0,1
"523",23,"25",3,25,"Bang Bang","JESSIE J, ARIANA GRANDE & NICKI MINAJ",41867,6,3,30,20150131,0,1
"524",24,"35",24,5,"Time Of Our Lives","PITBULL & NE-YO",42007,87,11,10,20150131,0,1
"525",25,"22",14,22,"Waves","MR. PROBZ",41888,88,14,25,20150131,0,1
"526",26,"26",26,9,"CoCo","O.T. GENASIS",41979,77,20,14,20150131,0,1
"527",27,"21",2,40,"Stay With Me","SAM SMITH",41762,93,2,45,20150131,0,7
"528",28,"24",3,34,"Habits (Stay High)","TOVE LO",41804,66,3,39,20150131,0,3
"529",29,"17",17,2,"Elastic Heart","SIA",42028,17,17,7,20150131,0,20
"530",30,"33",30,30,"Riptide","VANCE JOY",41832,92,30,35,20150131,0,1
"531",31,"27",9,32,"Don't","ED SHEERAN",41818,46,9,36,20150131,0,11
"532",32,"34",32,8,"I Lived","ONEREPUBLIC",41986,71,32,13,20150131,0,8
"533",33,"30",8,37,"Chandelier","SIA",41783,75,8,42,20150131,0,20
"534",34,"29",6,25,"Hot Boy","BOBBY SHMURDA",41867,96,6,25,20150131,0,2
"535",35,"31",31,16,"Heroes (We Could Be)","ALESSO featuring TOVE LO",41930,89,31,20,20150131,0,1
"536",36,"45",36,2,"Love Me Like You Do","ELLIE GOULDING",42028,45,3,7,20150131,0,8
"537",37,"101",37,1,"Heartbeat Song","KELLY CLARKSON",42035,37,34,6,20150131,0,13
"538",38,"49",38,7,"G.D.F.R.","FLO RIDA featuring SAGE THE GEMINI & LOOKAS",41993,97,28,12,20150131,0,1
"539",39,"36",6,30,"Don't Tell 'Em","JEREMIH featuring YG",41832,89,6,31,20150131,0,1
"540",40,"32",19,19,"Blame","CALVIN HARRIS featuring JOHN NEWMAN",41909,31,19,20,20150131,0,1
"541",41,"41",24,16,"Something In The Water","CARRIE UNDERWOOD",41930,24,24,20,20150131,0,11
"542",42,"39",31,9,"Night Changes","ONE DIRECTION",41979,55,31,14,20150131,0,19
"543",43,"38",1,39,"Rude","MAGIC!",41769,97,1,41,20150131,0,1
"544",44,"37",3,29,"Black Widow","IGGY AZALEA featuring RITA ORA",41839,97,3,30,20150131,0,1
"545",45,"51",45,8,"I See You","LUKE BRYAN",41986,89,41,13,20150131,0,16
"546",46,"50",46,13,"Talladega","ERIC CHURCH",41951,90,43,18,20150131,0,13
"547",47,"53",47,7,"Prayer In C","LILLYWOOD & ROBIN SCHULZ",41993,87,23,12,20150131,0,1
